category,name,discount,badge,sold,url,image
Personal Care,ELLIPS Hair Vit Jar Pro Keratin Hair Repair 50S,-25%,Pilih Lokal,2RB+ terjual,https://shopee.co.id/ELLIPS-Hair-Vit-Jar-Pro-Keratin-Hair-Repair-50S-i.186214521.7240656613?extraParams=%7B%22display_model_id%22%3A40173208842%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les8fqv7irwb96
Personal Care,Mykonos - Milk Drops Extrait de Parfum 50ml,-8%,,286 terjual,https://shopee.co.id/Mykonos-Milk-Drops-Extrait-de-Parfum-50ml-i.186214521.44419905561?extraParams=%7B%22display_model_id%22%3A281627140310%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-81ztq-methtxfmilms07
Personal Care,NUVO Liquid Soap Hijau Pouch 400ml,-25%,Pilih Lokal,2RB+ terjual,https://shopee.co.id/NUVO-Liquid-Soap-Hijau-Pouch-400ml-i.186214521.9543316146?extraParams=%7B%22display_model_id%22%3A91504605822%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224t-mjxklbkuk8w442
Personal Care,KODOMO Pasta Gigi Anak Rasa Jeruk 45g,-33%,Hadiah Gratis,10RB+ terjual,https://shopee.co.id/KODOMO-Pasta-Gigi-Anak-Rasa-Jeruk-45g-i.186214521.20781031133?extraParams=%7B%22display_model_id%22%3A225328361272%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-lhycbtzz71m2b4
Personal Care,BODIBREZE Leona Perfume 30ml - Parfum,-5%,Hadiah Gratis,5RB+ terjual,https://shopee.co.id/BODIBREZE-Leona-Perfume-30ml-Parfum-i.186214521.43016802985?extraParams=%7B%22display_model_id%22%3A281387051974%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224z-mif9qo4r0n4838
Personal Care,Erhair Scalperfect BHA & Allantoin Scalp Exfoliating Gel 65Gr,-30%,Pilih Lokal,115 terjual,https://shopee.co.id/Erhair-Scalperfect-BHA-Allantoin-Scalp-Exfoliating-Gel-65Gr-i.186214521.29261631036?extraParams=%7B%22display_model_id%22%3A148797032568%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-822ws-mlptgqvt1u6gca
Personal Care,Mirael Himalayan Mint Master Grip Wax 20 Strips,-15%,,116 terjual,https://shopee.co.id/Mirael-Himalayan-Mint-Master-Grip-Wax-20-Strips-i.186214521.41350860892?extraParams=%7B%22display_model_id%22%3A149183711008%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7rbk1-m9r37kz2bouqc1
Personal Care,GILLETTE Blue Simple 3 1S,-11%,,1RB+ terjual,https://shopee.co.id/GILLETTE-Blue-Simple-3-1S-i.186214521.12468676665?extraParams=%7B%22display_model_id%22%3A151664709257%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98w-lnwclcb9bo1y00
Personal Care,HEAD & SHOULDERS Shampoo Lemon Segar 400ml,-10%,Hadiah Gratis,197 terjual,https://shopee.co.id/HEAD-SHOULDERS-Shampoo-Lemon-Segar-400ml-i.186214521.13219107393?extraParams=%7B%22display_model_id%22%3A57415946735%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r990-lyupl9fapow570
Personal Care,Little Fab Kids Extra Soft & Smooth Hair Serum Limited Edition Kuromi 100Ml,-20%,,33 terjual,https://shopee.co.id/Little-Fab-Kids-Extra-Soft-Smooth-Hair-Serum-Limited-Edition-Kuromi-100Ml-i.186214521.26464842814?extraParams=%7B%22display_model_id%22%3A197900865612%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rasl-m1nogcyr7psv27
Personal Care,REJOICE Shampoo Korean Jeju Rose 150ml,-10%,,480 terjual,https://shopee.co.id/REJOICE-Shampoo-Korean-Jeju-Rose-150ml-i.186214521.20201914832?extraParams=%7B%22display_model_id%22%3A135678974805%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8djr1aqh339
Personal Care,Emeron Shampoo BT21 Anti Hairfall 340Ml,-31%,Hadiah Gratis,3RB+ terjual,https://shopee.co.id/Emeron-Shampoo-BT21-Anti-Hairfall-340Ml-i.186214521.44265106060?extraParams=%7B%22display_model_id%22%3A147923709549%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7ra0g-mdvbmfr9di0sa4
Personal Care,Mise En Scene Perfect Serum Super Rich 530ml,-10%,Hadiah Gratis,60 terjual,https://shopee.co.id/Mise-En-Scene-Perfect-Serum-Super-Rich-530ml-i.186214521.29443939102?extraParams=%7B%22display_model_id%22%3A405391773189%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224p-mj3ju1hm11j9d7
Personal Care,ISWHITE 5% AHA BHA PHA Body Booster Exfoliating Serum with 20000 Encapsulated Saffron 30Ml - Serum untuk Mencerahkan Badan,-15%,Pilih Lokal,28 terjual,https://shopee.co.id/ISWHITE-5-AHA-BHA-PHA-Body-Booster-Exfoliating-Serum-with-20000-Encapsulated-Saffron-30Ml-Serum-untuk-Mencerahkan-Badan-i.186214521.26126642105?extraParams=%7B%22display_model_id%22%3A242669669098%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rbk9-m6eto67wgxilb0
Personal Care,REJOICE Shampoo Rich Halus Lembut 450ml,-20%,,145 terjual,https://shopee.co.id/REJOICE-Shampoo-Rich-Halus-Lembut-450ml-i.186214521.23845419207?extraParams=%7B%22display_model_id%22%3A221707692531%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-lhyckwxqrexg04
Personal Care,ELLIPS Vitamin Hair Mist Fresh & Smooth 100ml,-26%,Pilih Lokal,10RB+ terjual,https://shopee.co.id/ELLIPS-Vitamin-Hair-Mist-Fresh-Smooth-100ml-i.186214521.19079449147?extraParams=%7B%22display_model_id%22%3A175873860405%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98u-lyxhpvee02egf2
Personal Care,COLGATE Optic White O2 85g Aromatic Menthol Toothpaste,-15%,,704 terjual,https://shopee.co.id/COLGATE-Optic-White-O2-85g-Aromatic-Menthol-Toothpaste-i.186214521.17753746741?extraParams=%7B%22display_model_id%22%3A106333226124%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7qukx-lezacaeaza9909
Personal Care,HEAD & SHOULDERS Shampoo Bersih & Harum 300ml,-20%,,115 terjual,https://shopee.co.id/HEAD-SHOULDERS-Shampoo-Bersih-Harum-300ml-i.186214521.9538853763?extraParams=%7B%22display_model_id%22%3A91398880811%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98t-lyvpeyadgkrsf5
Personal Care,LAURIER Healthy Skin 25 Cm 14 Pcs,-17%,,2RB+ terjual,https://shopee.co.id/LAURIER-Healthy-Skin-25-Cm-14-Pcs-i.186214521.4015267216?extraParams=%7B%22display_model_id%22%3A70591721378%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r991-lyoj00i5k4edb8
Personal Care,MUTOUCH Gm E Lavender & Rosemary 1Lt,-37%,Hadiah Gratis,116 terjual,https://shopee.co.id/MUTOUCH-Gm-E-Lavender-Rosemary-1Lt-i.186214521.3686172170?extraParams=%7B%22display_model_id%22%3A34912683540%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rasd-m1cmbkagltwl8c
Personal Care,Ciptadent Pasta Gigi 190Gr,-32%,,7RB+ terjual,https://shopee.co.id/Ciptadent-Pasta-Gigi-190Gr-i.186214521.18874712932?extraParams=%7B%22display_model_id%22%3A156669966835%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les8fazmr7nr87
Personal Care,COLGATE Pasta Gigi Total Active Prevention Charcoal Clean 60g,-15%,,1RB+ terjual,https://shopee.co.id/COLGATE-Pasta-Gigi-Total-Active-Prevention-Charcoal-Clean-60g-i.186214521.17694438475?extraParams=%7B%22display_model_id%22%3A184248323532%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-822wh-mn0uzhqpp0jqae
Personal Care,HEAD & SHOULDERS Itchy Scalp Care Shampoo 300ml,-20%,,93 terjual,https://shopee.co.id/HEAD-SHOULDERS-Itchy-Scalp-Care-Shampoo-300ml-i.186214521.11335837463?extraParams=%7B%22display_model_id%22%3A111826985901%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8o5uw4pj1a7
Personal Care,MOIST DIANE Extra Moist & Shine Hair Mask 150g,-20%,,299 terjual,https://shopee.co.id/MOIST-DIANE-Extra-Moist-Shine-Hair-Mask-150g-i.186214521.14084743955?extraParams=%7B%22display_model_id%22%3A97739784472%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les8j6eoqflz87
Personal Care,KOTEX Fresh Longer & Wider 32 Pcs,-6%,,282 terjual,https://shopee.co.id/KOTEX-Fresh-Longer-Wider-32-Pcs-i.186214521.3515362809?extraParams=%7B%22display_model_id%22%3A40591718810%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztm-me3xpq84dblz41
Personal Care,Tsubaki Premium Volume & Repair Shampoo 450Ml,-15%,,2RB+ terjual,https://shopee.co.id/Tsubaki-Premium-Volume-Repair-Shampoo-450Ml-i.186214521.44008926341?extraParams=%7B%22display_model_id%22%3A270748590104%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7ra0u-mcbi71k79uit9f
Personal Care,Ellips Hair Mask Smooth & Shiny 20g,-26%,Pilih Lokal,1RB+ terjual,https://shopee.co.id/Ellips-Hair-Mask-Smooth-Shiny-20g-i.186214521.5740669114?extraParams=%7B%22display_model_id%22%3A50173624024%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les8mzr3qvlzce
Personal Care,Pepsodent Provibe Electric Toothbrush Starter Kit Pink,-45%,,944 terjual,https://shopee.co.id/Pepsodent-Provibe-Electric-Toothbrush-Starter-Kit-Pink-i.186214521.25342606772?extraParams=%7B%22display_model_id%22%3A215875609890%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224z-mif9qo5leviga7
Personal Care,Schwarzkopf Extra Care Anti Hair Loss Shampoo 400ml,-10%,,85 terjual,https://shopee.co.id/Schwarzkopf-Extra-Care-Anti-Hair-Loss-Shampoo-400ml-i.186214521.43923067681?extraParams=%7B%22display_model_id%22%3A266875458500%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-81ztc-mfj8fxqve51m0b
Personal Care,Softex Beary Cool Pliner 18cm 28s,-31%,,3RB+ terjual,https://shopee.co.id/Softex-Beary-Cool-Pliner-18cm-28s-i.186214521.25158088872?extraParams=%7B%22display_model_id%22%3A255209933801%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztc-me3y48o806bo5c
Personal Care,Pepsodent Provibe Electric Toothbrush Starter Kit,-45%,,1RB+ terjual,https://shopee.co.id/Pepsodent-Provibe-Electric-Toothbrush-Starter-Kit-i.186214521.24322053620?extraParams=%7B%22display_model_id%22%3A240572976373%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224s-mif9qo5lant438
Personal Care,Hers Protex Daily Comfort Night Pembalut Wanita Cinnamoroll Bag Isi 20+2 pcs,-32%,,10RB+ terjual,https://shopee.co.id/Hers-Protex-Daily-Comfort-Night-Pembalut-Wanita-Cinnamoroll-Bag-Isi-20-2-pcs-i.186214521.28851795223?extraParams=%7B%22display_model_id%22%3A29488517173%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7r98t-lw480v0a6pwb28
Personal Care,KUNDAL Honey & Macadamia Hair Treatment Cherry Blossom 500ml,-30%,,375 terjual,https://shopee.co.id/KUNDAL-Honey-Macadamia-Hair-Treatment-Cherry-Blossom-500ml-i.186214521.4168618256?extraParams=%7B%22display_model_id%22%3A42367775110%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7qul5-lijriqxlkeu9c7
Personal Care,Onix Fragrance Eau de Perfume Senoparty 30Ml,-20%,Pilih Lokal,258 terjual,https://shopee.co.id/Onix-Fragrance-Eau-de-Perfume-Senoparty-30Ml-i.186214521.26214827880?extraParams=%7B%22display_model_id%22%3A49477054489%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rasa-m1nogl2xc5svce
Personal Care,KUNDAL Scalp Care and Caffeine Shampoo - Baby Powder 500ml,-30%,,1RB+ terjual,https://shopee.co.id/KUNDAL-Scalp-Care-and-Caffeine-Shampoo-Baby-Powder-500ml-i.186214521.21564641903?extraParams=%7B%22display_model_id%22%3A165184378002%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8bn6fn88hb4
Personal Care,SAFF & Co. Extrait de Parfum - MINOUET 35ML,-5%,,12 terjual,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-MINOUET-35ML-i.186214521.50707054506?extraParams=%7B%22display_model_id%22%3A320630543123%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-822wu-mlor85hx49vkc8
Personal Care,Natur Hair Mask Aloevera 15Ml,-17%,Pilih Lokal,365 terjual,https://shopee.co.id/Natur-Hair-Mask-Aloevera-15Ml-i.186214521.8353772924?extraParams=%7B%22display_model_id%22%3A45375853995%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rase-m1z01wniq9pka3
Personal Care,ELLIPS Hair Vitamin Blister Vitality 6S,-16%,Pilih Lokal,2RB+ terjual,https://shopee.co.id/ELLIPS-Hair-Vitamin-Blister-Vitality-6S-i.186214521.7540662635?extraParams=%7B%22display_model_id%22%3A40173417321%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les8dxlx0odt78
Personal Care,SYSTEMA Toothbrush Active Clean Soft 2S,-16%,,10RB+ terjual,https://shopee.co.id/SYSTEMA-Toothbrush-Active-Clean-Soft-2S-i.186214521.23128148601?extraParams=%7B%22display_model_id%22%3A117973489634%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les898vdy0snaf
Personal Care,Colgate Optic White O2 Peach Osmanthus 85Gr,-15%,,62 terjual,https://shopee.co.id/Colgate-Optic-White-O2-Peach-Osmanthus-85Gr-i.186214521.29408996481?extraParams=%7B%22display_model_id%22%3A233141858358%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7r98w-lzafl61kbgvc85
Personal Care,LAURIER Healthy Skin 22 Cm 18S,-10%,,1RB+ terjual,https://shopee.co.id/LAURIER-Healthy-Skin-22-Cm-18S-i.186214521.6633983396?extraParams=%7B%22display_model_id%22%3A50591726712%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98x-lyoj00i5oc3pad
Personal Care,ELLIPS Dry Shampoo Fruity 50ml,-21%,Pilih Lokal,2RB+ terjual,https://shopee.co.id/ELLIPS-Dry-Shampoo-Fruity-50ml-i.186214521.5840669124?extraParams=%7B%22display_model_id%22%3A50173624225%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les8mah0s30d1b
Personal Care,Little Fab Kids Lip Shine Limited Edition Kuromi 4Gr,-21%,,162 terjual,https://shopee.co.id/Little-Fab-Kids-Lip-Shine-Limited-Edition-Kuromi-4Gr-i.186214521.28964842839?extraParams=%7B%22display_model_id%22%3A185482804951%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rasl-m1nogdudxfto2b
Personal Care,Softex Celana Menstruasi Daun Sirih 2 pads - Pembalut Celana Sirih,-20%,,2RB+ terjual,https://shopee.co.id/Softex-Celana-Menstruasi-Daun-Sirih-2-pads-Pembalut-Celana-Sirih-i.186214521.23645419926?extraParams=%7B%22display_model_id%22%3A231707760071%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81zte-me3wsjog658g52
Personal Care,Pepsodent Pasta Gigi Kds Toothpaste Strawberry 45g,-29%,,10RB+ terjual,https://shopee.co.id/Pepsodent-Pasta-Gigi-Kds-Toothpaste-Strawberry-45g-i.186214521.23845419190?extraParams=%7B%22display_model_id%22%3A235313432521%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224t-ml1tc8qjry10b9
Personal Care,Little Fab Kids Lip Shine Limited Edition Cinnamoroll 4Gr,-21%,,99 terjual,https://shopee.co.id/Little-Fab-Kids-Lip-Shine-Limited-Edition-Cinnamoroll-4Gr-i.186214521.28064837882?extraParams=%7B%22display_model_id%22%3A119294953020%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rask-m1nogeniqsl766
Personal Care,PEPSODENT Tooth Brush Dental Care Ul Sl & SO Ipc,-25%,,107 terjual,https://shopee.co.id/PEPSODENT-Tooth-Brush-Dental-Care-Ul-Sl-SO-Ipc-i.186214521.10532127469?extraParams=%7B%22display_model_id%22%3A101669028302%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les8t1g36e99b9
Personal Care,Pantene Conditioner Miracles Keratin Glow Daily Hair Supplement 300ml,-20%,,120 terjual,https://shopee.co.id/Pantene-Conditioner-Miracles-Keratin-Glow-Daily-Hair-Supplement-300ml-i.186214521.20585295071?extraParams=%7B%22display_model_id%22%3A177915467509%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98r-lmy0l63apj90cb
Personal Care,MISE EN SCENE Perfect Serum Original Shampoo 200ml,-10%,,969 terjual,https://shopee.co.id/MISE-EN-SCENE-Perfect-Serum-Original-Shampoo-200ml-i.186214521.22514804715?extraParams=%7B%22display_model_id%22%3A156499945251%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-les8a972sdjb94
Personal Care,Bonvie  Kemiri Tea Tonic - Hair Tonic Anti Ketombe 60Ml,-15%,,408 terjual,https://shopee.co.id/Bonvie-Kemiri-Tea-Tonic-Hair-Tonic-Anti-Ketombe-60Ml-i.186214521.42757020958?extraParams=%7B%22display_model_id%22%3A243587724307%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7ra0n-mbp19wrkchildf
Personal Care,Pepsodent Ultra White Teeth Protection Spray 8ml,-40%,,74 terjual,https://shopee.co.id/Pepsodent-Ultra-White-Teeth-Protection-Spray-8ml-i.186214521.52151099856?extraParams=%7B%22display_model_id%22%3A287140877858%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-82250-mgw2xwtzcwsq55
Personal Care,HINT Noble Extrait De Parfum 40Ml,-25%,Pilih Lokal,1RB+ terjual,https://shopee.co.id/HINT-Noble-Extrait-De-Parfum-40Ml-i.186214521.26374307682?extraParams=%7B%22display_model_id%22%3A257529525644%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7ras8-m5cc5m5qp37mec
Personal Care,Head & Shoulders Shampoo 2-in-1 Varian Smooth and Silky 300Ml,-20%,Hadiah Gratis,37 terjual,https://shopee.co.id/Head-Shoulders-Shampoo-2-in-1-Varian-Smooth-and-Silky-300Ml-i.186214521.24487868076?extraParams=%7B%22display_model_id%22%3A241930058810%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rasj-m2289sfwva946a
Personal Care,Little Fab Kids Extra Soft & Smooth Hair Serum Limited Edition Cinnamoroll 100Ml,-20%,,28 terjual,https://shopee.co.id/Little-Fab-Kids-Extra-Soft-Smooth-Hair-Serum-Limited-Edition-Cinnamoroll-100Ml-i.186214521.27664837954?extraParams=%7B%22display_model_id%22%3A233355047348%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rasb-m1nogd0f5a2j98
Personal Care,ELLIPS Hair Vit Jar Keratin Slk Blck 50S,-25%,Pilih Lokal,875 terjual,https://shopee.co.id/ELLIPS-Hair-Vit-Jar-Keratin-Slk-Blck-50S-i.186214521.7740662841?extraParams=%7B%22display_model_id%22%3A30173401116%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les8d69r0w4gea
Personal Care,Mutouch Goat's Milk Shower Cream Pearl and Mulberry 1Lt,-30%,Hadiah Gratis,302 terjual,https://shopee.co.id/Mutouch-Goat's-Milk-Shower-Cream-Pearl-and-Mulberry-1Lt-i.186214521.3786172195?extraParams=%7B%22display_model_id%22%3A81504607768%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8urb0njy696
Personal Care,Wonderlux Instant Showstopper Hair Perfecting Oil 75Ml,-25%,,212 terjual,https://shopee.co.id/Wonderlux-Instant-Showstopper-Hair-Perfecting-Oil-75Ml-i.186214521.19193991245?extraParams=%7B%22display_model_id%22%3A127727756305%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rbkd-m8quq4g518wu59
Personal Care,SYSTEMA Toothbrush Smart Clean Soft 3S,-18%,,10RB+ terjual,https://shopee.co.id/SYSTEMA-Toothbrush-Smart-Clean-Soft-3S-i.186214521.23366935544?extraParams=%7B%22display_model_id%22%3A186720738430%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul3-lg1rgt8nucu76f
Personal Care,Pantyliner Softex Daun Sirih + Green Tea Longer & Wider 30 pads - Pantyliner Daun Sirih,-15%,,497 terjual,https://shopee.co.id/Pantyliner-Softex-Daun-Sirih-Green-Tea-Longer-Wider-30-pads-Pantyliner-Daun-Sirih-i.186214521.25158088870?extraParams=%7B%22display_model_id%22%3A255209933799%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztj-me3wxmxw4d8i8e
Personal Care,COLGATE Plax Mouthwash Blue Peppermint Fresh 250ml,-21%,,227 terjual,https://shopee.co.id/COLGATE-Plax-Mouthwash-Blue-Peppermint-Fresh-250ml-i.186214521.3333093935?extraParams=%7B%22display_model_id%22%3A50591717921%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les8x8o7vkoqbb
Personal Care,Elvicto Escobar Extrait De Parfum - Parfum Pria Tahan Lama 12 jam 35Ml,,"Pilih 2, bayar Rp150.000",391 terjual,https://shopee.co.id/Elvicto-Escobar-Extrait-De-Parfum-Parfum-Pria-Tahan-Lama-12-jam-35Ml-i.186214521.27082359566?extraParams=%7B%22display_model_id%22%3A258101223650%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7rbk9-m8a7yfbymo8o88
Personal Care,KUNDAL Cool and Clear Scalp Refreshing Shampoo 500ml,-30%,,426 terjual,https://shopee.co.id/KUNDAL-Cool-and-Clear-Scalp-Refreshing-Shampoo-500ml-i.186214521.23607303960?extraParams=%7B%22display_model_id%22%3A213315809421%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les88cftemgt8b
Personal Care,Softex Beary Cool Pliner 15cm 32s,-17%,,1RB+ terjual,https://shopee.co.id/Softex-Beary-Cool-Pliner-15cm-32s-i.186214521.22767759095?extraParams=%7B%22display_model_id%22%3A206740405825%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztp-me3yqput4xkx9c
Personal Care,ABSOLUTE Daily Feminine Hygiene 60ml with Chamomile Extract & Biolacto Active / Pembersih Daerah Kewanitaan Membantu Mengurangi Iritasi Ringan,-20%,,2RB+ terjual,https://shopee.co.id/ABSOLUTE-Daily-Feminine-Hygiene-60ml-with-Chamomile-Extract-Biolacto-Active-Pembersih-Daerah-Kewanitaan-Membantu-Mengurangi-Iritasi-Ringan-i.186214521.7433977468?extraParams=%7B%22display_model_id%22%3A70591727321%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8ec5hqhq599
Personal Care,MUTOUCH Gm Shower Cream Habbatussauda 1L,-37%,Hadiah Gratis,109 terjual,https://shopee.co.id/MUTOUCH-Gm-Shower-Cream-Habbatussauda-1L-i.186214521.9443314238?extraParams=%7B%22display_model_id%22%3A64912717038%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rasl-m0ocexfcd1li2c
Personal Care,ELLIPS Hair Mask Silky Black 18g,-26%,Hadiah Gratis,374 terjual,https://shopee.co.id/ELLIPS-Hair-Mask-Silky-Black-18g-i.186214521.5740669192?extraParams=%7B%22display_model_id%22%3A21156431268%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8mzp5tpxj84
Personal Care,MISE EN SCENE Perfect Serum Styling Shampoo 530ml,-10%,,579 terjual,https://shopee.co.id/MISE-EN-SCENE-Perfect-Serum-Styling-Shampoo-530ml-i.186214521.23914802379?extraParams=%7B%22display_model_id%22%3A213641055185%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les87tscp83hde
Personal Care,MUTOUCH Goat Milk Shwr Cream Royal Jelly 1Lt,-37%,Hadiah Gratis,88 terjual,https://shopee.co.id/MUTOUCH-Goat-Milk-Shwr-Cream-Royal-Jelly-1Lt-i.186214521.8443314638?extraParams=%7B%22display_model_id%22%3A25418768099%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rase-m0ocexfcinva1f
Personal Care,MAKARIZO Hair Energy Creambath Aloe Vera 60,-15%,,394 terjual,https://shopee.co.id/MAKARIZO-Hair-Energy-Creambath-Aloe-Vera-60-i.186214521.3234149928?extraParams=%7B%22display_model_id%22%3A60591737347%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8xmj3lj6sb2
Personal Care,Ownskin Optima Pro Expert Antiperspirant Roll On 30ml - The Ultimate Anti-Perspirant mengurangi Keringat & Bau Badan BarrierCare Whitening Dokter Approved,-15%,Hadiah Gratis,5 terjual,https://shopee.co.id/Ownskin-Optima-Pro-Expert-Antiperspirant-Roll-On-30ml-The-Ultimate-Anti-Perspirant-mengurangi-Keringat-Bau-Badan-BarrierCare-Whitening-Dokter-Approved-i.186214521.55453978618?extraParams=%7B%22display_model_id%22%3A385377657475%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-82250-miwmhk79k7iad0
Personal Care,PANTENE Shampo Halus & Lembut 400ml,-20%,,109 terjual,https://shopee.co.id/PANTENE-Shampo-Halus-Lembut-400ml-i.186214521.23642217903?extraParams=%7B%22display_model_id%22%3A214289396757%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-lg1rgqh1w457f3
